"X","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price","Car_Age","Brand","Kilometers_Per_Year","Is_First_Owner","Fuel_Type_Diesel","Fuel_Type_Electric","Fuel_Type_Petrol","Transmission_Automatic","Transmission_Manual","Brand_Ambassador","Brand_Audi","Brand_Bentley","Brand_BMW","Brand_Chevrolet","Brand_Datsun","Brand_Fiat","Brand_Force","Brand_Ford","Brand_Honda","Brand_Hyundai","Brand_Isuzu","Brand_ISUZU","Brand_Jaguar","Brand_Jeep","Brand_Lamborghini","Brand_Land","Brand_Mahindra","Brand_Maruti","Brand_Mercedes-Benz","Brand_Mini","Brand_Mitsubishi","Brand_Nissan","Brand_Porsche","Brand_Renault","Brand_Skoda","Brand_Tata","Brand_Toyota","Brand_Volkswagen","Brand_Volvo","Location_Ahmedabad","Location_Bangalore","Location_Chennai","Location_Coimbatore","Location_Delhi","Location_Hyderabad","Location_Jaipur","Location_Kochi","Location_Kolkata","Location_Mumbai","Location_Pune"
1858,"Chevrolet Spark 1.0 LS","Pune",2009,44200,"Petrol","Manual","Second",18,995,62,5,11.665,1.6,16,"Chevrolet",2600,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1859,"Honda City i VTEC VX Option","Ahmedabad",2018,14000,"Petrol","Manual","First",17.4,1497,117.3,5,11.665,11.25,7,"Honda",1750,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1860,"Volkswagen Vento Diesel Highline","Chennai",2013,720000,"Diesel","Manual","First",20.54,1598,103.6,5,11.665,5.9,12,"Volkswagen",55385,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1861,"Toyota Fortuner 4x2 4 Speed AT","Delhi",2012,73000,"Diesel","Automatic","First",11.5,2982,169,7,14.4,14.4,13,"Toyota",5214,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1862,"Honda City 1.5 S MT","Delhi",2011,68000,"Petrol","Manual","First",17,1497,118,5,11.665,3.6,14,"Honda",4533,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1863,"BMW 5 Series 2013-2017 520d Luxury Line","Jaipur",2017,19543,"Diesel","Automatic","First",18.12,1995,190,5,40.5,40.5,8,"BMW",2171,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1864,"Audi Q5 30 TDI quattro Premium Plus","Bangalore",2014,38000,"Diesel","Automatic","Second",14.16,1968,174.3,5,38.95,38.95,11,"Audi",3167,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1865,"Maruti Ritz LDi","Delhi",2014,32805,"Diesel","Manual","First",23.2,1248,73.94,5,11.665,3.6,11,"Maruti",2734,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1866,"Volkswagen Vento 1.5 TDI Highline AT","Kochi",2016,44782,"Diesel","Automatic","First",21.21,1498,103.2,5,15.86,7.12,9,"Volkswagen",4478,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1867,"Honda City i DTEC SV","Kochi",2016,55700,"Diesel","Manual","First",26,1498,98.6,5,11.665,7.52,9,"Honda",5570,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1868,"Audi A4 New 2.0 TDI Multitronic","Delhi",2012,60000,"Diesel","Automatic","Second",15.2,1968,140.8,5,11.665,10.35,13,"Audi",4286,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1869,"Skoda Rapid 1.6 MPI Elegance","Hyderabad",2014,56000,"Petrol","Manual","First",15,1598,103.52,5,11.665,7,11,"Skoda",4667,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1870,"Toyota Fortuner 3.0 Diesel","Delhi",2011,60000,"Diesel","Manual","First",11.5,2982,171,7,11.665,10.85,14,"Toyota",4000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1871,"Chevrolet Optra Magnum 2.0 LT BS3","Mumbai",2010,78563,"Diesel","Manual","First",16.52,1991,123.7,5,11.665,2.35,15,"Chevrolet",4910,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1872,"Maruti Eeco 7 Seater Standard","Mumbai",2014,34669,"Petrol","Manual","First",15.1,1196,73,7,4.71,2.9,11,"Maruti",2889,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1873,"Maruti Ciaz ZXi","Delhi",2017,17000,"Petrol","Manual","First",20.73,1373,91.1,5,11.665,7.65,8,"Maruti",1889,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1874,"Maruti Ciaz VDi Plus SHVS","Delhi",2016,66000,"Diesel","Manual","First",28.09,1248,88.5,5,11.665,6.4,9,"Maruti",6600,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1875,"Toyota Innova 2.5 LE 2014 Diesel 7 Seater","Pune",2014,102418,"Diesel","Manual","First",12.99,2494,100.6,7,11.665,10.1,11,"Toyota",8535,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1876,"Maruti Swift Dzire VXI","Kolkata",2014,48800,"Petrol","Manual","First",19.1,1197,85.8,5,11.665,4.25,11,"Maruti",4067,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1877,"Toyota Innova Crysta 2.8 GX AT","Kochi",2019,10601,"Diesel","Automatic","First",11.36,2755,171.5,7,20.74,19.65,6,"Toyota",1514,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1878,"Tata Indica V2 eLX","Pune",2017,8200,"Diesel","Manual","First",25,1396,69,5,11.665,4.4,8,"Tata",911,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1879,"Hyundai i20 Magna","Jaipur",2012,1e+05,"Petrol","Manual","First",18.5,1197,82.85,5,11.665,3.25,13,"Hyundai",7143,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1880,"Ford Fiesta 1.4 Duratorq ZXI","Pune",2012,78000,"Diesel","Manual","First",17.8,1399,68,5,11.665,2.8,13,"Ford",5571,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1881,"Chevrolet Enjoy 1.3 TCDi LS 8","Kolkata",2015,50000,"Diesel","Manual","First",18.2,1248,73.74,8,11.665,4.3,10,"Chevrolet",4545,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1882,"Ford Fiesta 1.4 Duratorq EXI","Chennai",2006,89327,"Diesel","Manual","Third",17.8,1399,68,5,11.665,1.55,19,"Ford",4466,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1883,"Honda CR-V 2.4 MT","Chennai",2007,98000,"Petrol","Manual","Second",10.8,2354,152,5,11.665,4.7,18,"Honda",5158,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1884,"Honda Jazz 1.2 VX i VTEC","Kochi",2017,24700,"Petrol","Manual","First",18.7,1199,88.7,5,11.665,7.07,8,"Honda",2744,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1885,"Mercedes-Benz GLS 350d Grand Edition","Delhi",2018,6000,"Diesel","Automatic","First",11,2987,258,7,79,79,7,"Mercedes-Benz",750,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1886,"Hyundai Grand i10 1.2 Kappa Sportz","Delhi",2018,9434,"Petrol","Manual","First",18.9,1197,81.86,5,6.71,5.75,7,"Hyundai",1179,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1887,"Maruti Ritz VXi","Mumbai",2012,29000,"Petrol","Manual","First",18.5,1197,85.8,5,11.665,3.25,13,"Maruti",2071,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1888,"Volkswagen Ameo 1.5 TDI Highline AT","Coimbatore",2017,22440,"Diesel","Automatic","First",22,1498,108.495,5,11.665,8.89,8,"Volkswagen",2493,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1889,"Honda City i VTEC SV","Mumbai",2015,73070,"Petrol","Manual","First",17.4,1497,117.3,5,11.665,5.9,10,"Honda",6643,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1890,"Honda Jazz 1.2 S i VTEC","Kolkata",2016,21771,"Petrol","Manual","First",18.7,1199,88.7,5,11.665,4.95,9,"Honda",2177,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1891,"Maruti Swift Ldi BSIV","Delhi",2014,62000,"Diesel","Manual","First",17.8,1248,75,5,11.665,3.75,11,"Maruti",5167,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1892,"Hyundai Creta 1.6 CRDi AT SX Plus","Kochi",2017,37024,"Diesel","Automatic","First",17.01,1582,126.2,5,11.665,10.97,8,"Hyundai",4114,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1893,"Audi A7 2011-2015 3.0 TDI Quattro","Kochi",2014,60336,"Diesel","Automatic","Second",14.4,2967,241.4,5,24.94,24.94,11,"Audi",5028,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1894,"Hyundai EON D Lite Plus","Kolkata",2014,26008,"Petrol","Manual","First",21.1,814,55.2,5,11.665,1.97,11,"Hyundai",2167,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1895,"Ford Figo Diesel EXI","Jaipur",2010,90000,"Diesel","Manual","Second",20,1399,68,5,11.665,1.4,15,"Ford",5625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1896,"Volkswagen Ameo 1.2 MPI Highline","Coimbatore",2018,35569,"Petrol","Manual","First",17,1198,73.75,5,8.68,7.27,7,"Volkswagen",4446,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1897,"Renault Scala Diesel RxL","Kolkata",2013,40000,"Diesel","Manual","First",21.64,1461,84.8,5,11.665,4,12,"Renault",3077,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1898,"Honda Jazz 1.2 V i VTEC","Kolkata",2015,45000,"Petrol","Manual","First",18.7,1199,88.7,5,11.665,4.75,10,"Honda",4091,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1899,"Hyundai i20 1.2 Sportz","Delhi",2015,42000,"Petrol","Manual","First",17,1197,80,5,11.665,5.1,10,"Hyundai",3818,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1900,"Audi A4 3.0 TDI Quattro Premium","Coimbatore",2012,46913,"Diesel","Automatic","First",14.94,2967,241.4,5,16.11,16.11,13,"Audi",3351,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1901,"Mahindra Ssangyong Rexton RX7","Delhi",2014,62000,"Diesel","Automatic","First",11.18,2696,184,7,11.665,10.55,11,"Mahindra",5167,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1902,"Toyota Fortuner 2.8 2WD AT","Ahmedabad",2017,15000,"Diesel","Automatic","First",12.9,2755,174.5,7,34.45,30,8,"Toyota",1667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1903,"Skoda Octavia Classic 1.9 TDI MT","Kolkata",2002,69000,"Diesel","Manual","First",18.7,1896,66,5,11.665,1.6,23,"Skoda",2875,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1904,"Mercedes-Benz New C-Class 250 CDI Classic","Hyderabad",2012,41367,"Diesel","Automatic","First",15.8,2148,170,5,18.49,18.49,13,"Mercedes-Benz",2955,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1905,"Maruti Ciaz 1.4 Zeta","Kochi",2018,15982,"Petrol","Manual","First",20.73,1373,91.1,5,11.665,9.96,7,"Maruti",1998,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1906,"Maruti Swift ZDi","Hyderabad",2013,99595,"Diesel","Manual","Second",22.9,1248,74,5,11.665,4.75,12,"Maruti",7661,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1907,"Toyota Qualis FS B3","Bangalore",2002,63000,"Diesel","Manual","Third",13.1,2446,75,10,11.665,3.65,23,"Toyota",2625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1908,"BMW 5 Series 2007-2010 525d Sedan","Delhi",2012,49000,"Diesel","Automatic","Second",16.73,2495,218,5,15.5,15.5,13,"BMW",3500,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1909,"Mitsubishi Pajero 2.8 SFX BSIII Dual Tone","Kochi",2013,48272,"Diesel","Manual","First",10.5,2835,116.9,6,11.82,11.82,12,"Mitsubishi",3713,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1910,"Toyota Corolla H2","Delhi",2008,63000,"Petrol","Manual","First",13.4,1794,125,5,11.665,2.05,17,"Toyota",3500,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1912,"Maruti Omni E MPI STD BS IV","Mumbai",2013,11734,"Petrol","Manual","First",16.8,796,34.2,8,11.665,2.25,12,"Maruti",903,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1913,"Audi A6 2011-2015 2.0 TDI","Kochi",2014,62012,"Diesel","Automatic","First",17.68,1968,174.33,5,20.12,20.12,11,"Audi",5168,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1915,"Honda Jazz 1.5 S i DTEC","Coimbatore",2016,45449,"Diesel","Manual","First",27.3,1498,98.6,5,11.665,7.48,9,"Honda",4545,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1916,"Mercedes-Benz E-Class 200 Kompressor Elegance","Mumbai",2004,85000,"Petrol","Automatic","Second",10.5,1796,157.7,5,11.665,5.5,21,"Mercedes-Benz",3864,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1917,"Honda City 1.5 EXI","Jaipur",2005,88000,"Petrol","Manual","Second",13,1493,100,5,11.665,1.7,20,"Honda",4190,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1918,"Audi A4 2.0 TDI","Kochi",2013,45330,"Diesel","Automatic","First",16.55,1968,147.51,5,13.19,13.19,12,"Audi",3487,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1919,"Maruti Swift Dzire VXI","Mumbai",2012,88000,"Petrol","Manual","First",19.1,1197,85.8,5,11.665,3.85,13,"Maruti",6286,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1920,"Maruti Dzire VDI","Delhi",2016,45376,"Diesel","Manual","First",28.4,1248,73.75,5,8.58,5.75,9,"Maruti",4538,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1921,"Mahindra XUV500 W8 4WD","Pune",2014,81000,"Diesel","Manual","First",15.1,2179,140,7,11.665,9,11,"Mahindra",6750,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1922,"Chevrolet Beat LT","Kochi",2012,83381,"Petrol","Manual","First",18.6,1199,79.4,5,11.665,2.21,13,"Chevrolet",5956,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1923,"Ford EcoSport 1.5 Diesel Titanium Plus","Kochi",2017,78526,"Diesel","Manual","First",23,1498,98.96,5,12.67,8.09,8,"Ford",8725,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1924,"BMW 5 Series 2013-2017 530d M Sport","Coimbatore",2017,27313,"Diesel","Automatic","First",14.69,2993,258,5,48.63,48.63,8,"BMW",3035,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1925,"Audi Q5 30 TDI quattro Premium Plus","Coimbatore",2015,42747,"Diesel","Automatic","Second",14.16,1968,174.3,5,39.47,39.47,10,"Audi",3886,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1926,"BMW X1 sDrive 20d xLine","Coimbatore",2015,42265,"Diesel","Automatic","Second",20.68,1995,190,5,48.18,22.24,10,"BMW",3842,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1927,"Hyundai i10 Magna AT","Mumbai",2009,21000,"Petrol","Automatic","First",19.2,1197,80,5,11.665,2.6,16,"Hyundai",1235,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1928,"Hyundai Creta 1.6 CRDi AT SX Plus","Ahmedabad",2016,55100,"Diesel","Automatic","First",17.01,1582,126.2,5,12,12,9,"Hyundai",5510,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1929,"Audi A4 2.0 TDI 177 Bhp Premium Plus","Chennai",2014,70000,"Diesel","Automatic","First",17.11,1968,174.33,5,18,18,11,"Audi",5833,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1930,"Mercedes-Benz S Class 2005 2013 S 350 L","Mumbai",2007,55000,"Petrol","Automatic","Third",10.13,3498,364.9,5,11.665,9.99,18,"Mercedes-Benz",2895,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1931,"Hyundai i10 Magna","Kolkata",2012,58235,"Petrol","Manual","First",20.36,1197,78.9,5,11.665,2.45,13,"Hyundai",4160,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1932,"Ford EcoSport 1.5 Diesel Titanium","Mumbai",2017,26000,"Diesel","Manual","First",23,1498,98.96,5,11.89,8.99,8,"Ford",2889,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1933,"Volkswagen Vento Diesel Highline","Kolkata",2011,35000,"Diesel","Manual","First",20.54,1598,103.6,5,11.665,3.15,14,"Volkswagen",2333,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1934,"Maruti Dzire ZDI Plus","Jaipur",2017,24000,"Diesel","Manual","First",28.4,1248,73.75,5,10.48,8.2,8,"Maruti",2667,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1935,"Mahindra Scorpio 1.99 S10","Ahmedabad",2016,98000,"Diesel","Manual","First",15.4,1997,120,7,11.665,11.5,9,"Mahindra",9800,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1936,"Hyundai i20 Asta 1.4 CRDi","Coimbatore",2016,44487,"Diesel","Manual","First",22.54,1396,88.73,5,11.665,7.3,9,"Hyundai",4449,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1937,"Maruti Alto LXi","Chennai",2008,65000,"Petrol","Manual","First",19.7,796,46.3,5,11.665,1.59,17,"Maruti",3611,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
